,num,noaa_u,datetime_u,date_p_u,lat_u,lon_u,lon_c_u,cent_dist_u,pos_angle_u,area_obs_u,area_cor_u,spot_n_u,class_z_u,class_h_u,noaa_d,datetime_d,date_p_d,lat_d,lon_d,lon_c_d,cent_dist_d,pos_angle_d,area_u_obs_d,area_obs_d,area_u_cor_d,area_cor_d,lat_f_d,lat_l_d,lon_f_d,lon_l_d,tilt_d,m1,m2,m3,m4,m5,m6,m7,ac,cycle
126,127,9075,2000-07-10 00:00:00,2000.5233154296875,6.0,-31.0,336.0,0.5139999985694885,85.0,34.0,20.0,2.0,Dso,B,9075,2000-07-06 09:36:22,2000.5120849609375,7.150000095367432,-75.48999786376953,339.1099853515625,0.9657999873161316,83.48999786376953,2.0,13.0,4.0,26.0,6.5,8.029999732971191,335.8599853515625,343.5400085449219,-11.350000381469727,C,,,,,,,1.0,23
127,128,9098,2000-07-20 00:00:00,2000.5506591796875,-2.0,21.0,255.0,0.37599998712539673,252.10000610351562,18.0,10.0,4.0,Bxo,B,9098,2000-07-20 14:24:27,2000.5509033203125,-2.819999933242798,30.049999237060547,256.7300109863281,0.5169000029563904,256.20001220703125,0.0,17.0,0.0,10.0,-2.880000114440918,-2.7899999618530273,255.69000244140625,257.4200134277344,3.1700000762939453,S,,,,,,,1.0,23
128,129,9125,2000-08-19 00:00:00,2000.6329345703125,26.0,36.0,233.0,0.6330000162124634,303.3999938964844,109.0,70.0,,nan,BG,9125,2000-08-19 13:28:00,2000.633056640625,25.56999969482422,44.5,235.0,0.7253999710083008,299.1099853515625,22.0,154.0,16.0,112.0,,,,,,,,,,X,,,0.3916083872318268,23
129,130,9146,2000-08-28 00:00:00,2000.6575927734375,-26.0,-51.0,28.0,0.8619999885559082,125.9000015258789,10.0,10.0,2.0,Bxo,B,9146,2000-08-29 14:33:37,2000.6605224609375,-25.93000030517578,-31.559999465942383,26.200000762939453,0.7107999920845032,138.50999450683594,0.0,29.0,0.0,19.0,-26.139999389648438,-25.700000762939453,23.260000228881836,29.459999084472656,4.429999828338623,C,,,,,,,1.0,23
130,131,nan,,,,,,,,,,,nan,B,9204a,2000-10-18 09:19:06,2000.7969970703125,-25.020000457763672,-54.959999084472656,65.7300033569336,0.8805000185966492,122.44000244140625,0.0,13.0,0.0,13.0,-26.329999923706055,-23.889999389648438,63.90999984741211,67.29000091552734,38.599998474121094,S,,,,,,,1.0,23
131,132,9221,2000-11-06 00:00:00,2000.849365234375,-15.0,-58.0,177.0,0.8690000176429749,109.5999984741211,118.0,120.0,3.0,Dso,B,9221,2000-11-06 07:39:13,2000.848876953125,-12.510000228881836,-55.2599983215332,175.77999877929688,0.8432000279426575,107.5199966430664,30.0,297.0,28.0,273.0,-11.270000457763672,-13.079999923706055,173.32000732421875,176.91000366210938,-27.360000610351562,,,,,,,,1.0,23
132,133,nan,,,,,,,,,,,nan,B,9243c,2000-12-03 12:57:21,2000.92333984375,-1.9199999570846558,29.329999923706055,261.57000732421875,0.49320000410079956,265.1400146484375,5.0,45.0,3.0,25.0,-2.069999933242798,-1.659999966621399,260.45001220703125,263.54998779296875,7.510000228881836,S,,,,,,,1.0,23
133,134,9264,2000-12-15 00:00:00,2000.9561767578125,-24.0,-16.0,65.0,0.46399998664855957,147.10000610351562,130.0,73.0,,nan,B,9264,2000-12-15 14:37:31,2000.9564208984375,-24.389999389648438,-8.489999771118164,64.94999694824219,0.4221000075340271,161.75,118.0,695.0,64.0,382.0,,,,,,,,,,X,,,0.7318007946014404,23
134,135,nan,,,,,,,,,,,nan,B,9314b,2001-01-22 09:50:32,2001.0572509765625,-33.47999954223633,56.11000061035156,351.510009765625,0.8601999878883362,233.7899932861328,8.0,22.0,7.0,21.0,-33.75,-33.040000915527344,351.0799865722656,352.2099914550781,36.9900016784668,S,,,,,,,1.0,23
135,136,9338,2001-02-11 00:00:00,2001.1123046875,-20.0,15.0,52.0,0.3370000123977661,226.10000610351562,306.0,162.0,,nan,B,9338,2001-02-11 12:53:41,2001.1124267578125,-20.459999084472656,23.290000915527344,53.66999816894531,0.447299987077713,236.00999450683594,106.0,767.0,59.0,426.0,,,,,,,,,,X,,,0.9551569223403931,23
136,137,9376,2001-03-13 00:00:00,2001.194580078125,-15.0,-57.0,306.0,0.8320000171661377,103.30000305175781,44.0,40.0,4.0,Cro,B,9376,2001-03-23 15:28:00,2001.2222900390625,-12.989999771118164,81.70999908447266,303.6600036621094,0.9861999750137329,257.9100036621094,0.0,20.0,0.0,60.0,-14.529999732971191,-12.609999656677246,299.6300048828125,304.6700134277344,21.350000381469727,,,,,,,,1.0,23
137,138,9398,2001-03-26 00:00:00,2001.2301025390625,20.0,10.0,201.0,0.4779999852180481,340.0,52.0,30.0,7.0,Cso,B,9398,2001-03-25 12:18:15,2001.2274169921875,21.239999771118164,4.880000114440918,202.19000244140625,0.47929999232292175,350.4800109863281,13.0,58.0,8.0,34.0,20.56999969482422,21.610000610351562,200.63999938964844,203.0399932861328,-24.790000915527344,,,,,,,,1.0,23
138,139,nan,,,,,,,,,,,nan,B,9404a,2001-04-06 05:34:35,2001.259521484375,31.510000228881836,42.060001373291016,84.7699966430664,0.8220999836921692,315.8500061035156,9.0,48.0,8.0,41.0,32.290000915527344,30.6200008392334,84.25,85.36000061035156,60.470001220703125,S,,,,,,,1.0,23
139,140,9415,2001-04-08 00:00:00,2001.2657470703125,-21.0,-21.0,358.0,0.4269999861717224,128.3000030517578,951.0,526.0,,nan,BD,9415,2001-04-08 06:50:23,2001.26513671875,-21.25,-16.639999389648438,358.9700012207031,0.3790000081062317,135.35000610351562,245.0,1309.0,130.0,699.0,,,,,,,W,,,X,,,0.5974358916282654,23
140,141,nan,,,,,,,,,,,nan,B,9422m,2001-04-18 15:03:28,2001.29345703125,-2.1700000762939453,44.150001525878906,283.2200012207031,0.6990000009536743,272.3599853515625,1.0,6.0,1.0,4.0,,,,,,S,,T,,,,,1.0,23
141,142,9446,2001-04-30 00:00:00,2001.3260498046875,-5.0,22.0,111.0,0.37400001287460327,266.8999938964844,18.0,10.0,3.0,Cro,B,9446,2001-04-29 08:22:28,2001.3228759765625,-5.03000020980835,14.279999732971191,111.72000122070312,0.24770000576972961,266.3299865722656,6.0,43.0,4.0,23.0,-5.769999980926514,-4.630000114440918,110.41000366210938,112.41999816894531,29.459999084472656,S,,,,,N,,1.0,23
142,143,nan,,,,,,,,,,,nan,B,9447a,2001-05-01 06:12:02,2001.328125,-11.40999984741211,-19.670000076293945,52.529998779296875,0.3564000129699707,111.58999633789062,0.0,8.0,0.0,4.0,-11.819999694824219,-11.0,51.91999816894531,53.150001525878906,34.220001220703125,S,,,,,,,1.0,23
143,144,nan,,,,,,,,,,,nan,B,9471a,2001-05-18 13:49:38,2001.3756103515625,-32.91999816894531,-70.06999969482422,133.16000366210938,0.953000009059906,123.9800033569336,3.0,12.0,5.0,19.0,,,,,,S,,,,,,,1.0,23
144,145,9470,2001-05-23 00:00:00,2001.3890380859375,-15.0,19.0,163.0,0.39100000262260437,233.5,18.0,10.0,3.0,Bxo,B,9470,2001-05-22 07:57:21,2001.3858642578125,-16.81999969482422,11.010000228881836,164.5500030517578,0.3190000057220459,215.22999572753906,12.0,42.0,7.0,21.0,-16.079999923706055,-18.209999084472656,164.38999938964844,164.86000061035156,-78.04000091552734,S,,T,,,,,1.0,23
145,146,9479,2001-05-29 00:00:00,2001.405517578125,26.0,56.0,121.0,0.8690000176429749,300.8999938964844,29.0,30.0,3.0,Cso,B,9479,2001-05-28 09:42:22,2001.4024658203125,24.8799991607666,46.45000076293945,119.63999938964844,0.7893000245094299,303.3399963378906,7.0,27.0,6.0,20.0,25.450000762939453,24.290000915527344,119.56999969482422,119.70999908447266,83.52999877929688,S,,T,,,,,1.0,23
146,147,9486,2001-06-06 00:00:00,2001.4273681640625,28.0,48.0,7.0,0.8059999942779541,305.5,236.0,200.0,13.0,Dai,B,9486,2001-06-05 15:17:28,2001.425048828125,27.75,43.40999984741211,7.639999866485596,0.7687000036239624,307.5199890136719,71.0,492.0,54.0,379.0,27.5,28.31999969482422,6.550000190734863,10.119999885559082,-14.680000305175781,,,,,,,,1.0,23
147,148,9517,2001-06-26 00:00:00,2001.482177734375,-15.0,59.0,113.0,0.8740000128746033,251.3000030517578,29.0,30.0,3.0,Bxo,B,9517,2001-06-26 06:56:08,2001.4815673828125,-12.960000038146973,63.619998931884766,114.5199966430664,0.9075999855995178,254.50999450683594,4.0,33.0,6.0,38.0,-12.90999984741211,-13.0,113.4000015258789,115.33000183105469,-2.8499999046325684,S,,,R,,,,1.0,23
148,149,9591,2001-08-27 00:00:00,2001.652099609375,-19.0,-18.0,296.0,0.5239999890327454,146.10000610351562,1019.0,599.0,,nan,BD,9591,2001-08-27 10:46:21,2001.65185546875,-18.940000534057617,-13.829999923706055,294.8900146484375,0.4952999949455261,153.0500030517578,241.0,1673.0,139.0,953.0,,,,,,,W,,,X,,,0.8089982867240906,23
149,150,9626,2001-09-21 00:00:00,2001.7205810546875,26.0,-14.0,330.0,0.3930000066757202,33.5,73.0,40.0,7.0,Bxo,B,9626,2001-09-19 15:01:56,2001.7154541015625,24.850000381469727,-30.6200008392334,332.010009765625,0.5645999908447266,55.27000045776367,13.0,113.0,9.0,68.0,24.81999969482422,25.09000015258789,331.7699890136719,333.8500061035156,-8.25,,,,,,,,1.0,23
150,151,9627,2001-09-25 00:00:00,2001.7315673828125,1.0,11.0,302.0,0.2160000056028366,242.10000610351562,156.0,80.0,16.0,Dso,B,9627,2001-09-25 10:06:20,2001.7313232421875,-0.699999988079071,17.229999542236328,303.3800048828125,0.32429999113082886,246.4499969482422,30.0,240.0,16.0,126.0,-1.0,-0.23999999463558197,301.94000244140625,305.5799865722656,11.729999542236328,,E,,,,,,1.0,23
151,152,9632,2001-09-28 00:00:00,2001.73974609375,-19.0,21.0,273.0,0.5460000038146973,218.39999389648438,1189.0,710.0,17.0,Dkc,BGD,9632,2001-09-29 11:17:48,2001.742431640625,-19.489999771118164,40.810001373291016,273.54998779296875,0.7455999851226807,236.00999450683594,258.0,1533.0,191.0,1138.0,-19.530000686645508,-18.649999618530273,273.4200134277344,276.1600036621094,18.84000015258789,,D,T,R,P,,,1.0,23
152,153,9661,2001-10-12 00:00:00,2001.778076171875,16.0,-69.0,358.0,0.9279999732971191,75.0999984741211,252.0,340.0,,nan,BD,9661,2001-10-12 14:37:53,2001.7784423828125,15.40999984741211,-61.220001220703125,358.1499938964844,0.8730000257492065,75.69999694824219,116.0,812.0,118.0,822.0,,,,,,,W,T,,X,,,0.7092320919036865,23
153,154,9672,2001-10-27 00:00:00,2001.8192138671875,-18.0,41.0,269.0,0.7239999771118164,239.5,813.0,590.0,15.0,Dki,BGD,9672,2001-10-26 13:25:42,2001.816650390625,-17.81999969482422,33.849998474121094,269.2200012207031,0.6503000259399414,234.91000366210938,157.0,1185.0,101.0,771.0,-17.84000015258789,-16.719999313354492,269.1499938964844,272.8500061035156,17.690000534057617,,D,,,P,,,1.0,23
154,155,9681,2001-10-27 00:00:00,2001.8192138671875,-24.0,7.0,235.0,0.49300000071525574,193.0,121.0,70.0,8.0,Dao,B,9681,2001-10-26 13:25:42,2001.816650390625,-23.690000534057617,3.0,238.36000061035156,0.48339998722076416,185.8000030517578,21.0,141.0,14.0,81.0,-24.989999771118164,-23.139999389648438,235.9499969482422,239.3800048828125,30.5,,,,,,,,1.0,23
155,156,9698,2001-11-18 00:00:00,2001.87939453125,-23.0,3.0,301.0,0.4309999942779541,186.39999389648438,234.0,130.0,9.0,Dso,B,9698,2001-11-20 11:23:54,2001.8848876953125,-24.579999923706055,35.66999816894531,302.55999755859375,0.6938999891281128,230.0500030517578,33.0,280.0,23.0,193.0,-25.209999084472656,-24.450000762939453,300.7300109863281,302.94000244140625,20.739999771118164,,,,,,,,1.0,23
156,157,9699,2001-11-14 00:00:00,2001.8685302734375,-9.0,81.0,72.0,0.9890000224113464,260.5,20.0,70.0,3.0,Dso,B,9699,2001-11-13 14:57:33,2001.8660888671875,-10.020000457763672,76.11000061035156,73.44999694824219,0.9747999906539917,258.989990234375,7.0,44.0,16.0,97.0,-9.65999984741211,-10.069999694824219,71.04000091552734,73.79000091552734,-8.609999656677246,,,,,,,,1.0,23
157,158,9704,2001-11-20 00:00:00,2001.8848876953125,-16.0,-2.0,270.0,0.31299999356269836,173.8000030517578,1158.0,610.0,28.0,Dki,BGD,9704,2001-11-20 11:23:54,2001.8848876953125,-17.40999984741211,3.3499999046325684,270.239990234375,0.34220001101493835,189.66000366210938,192.0,1744.0,99.0,920.0,-17.729999542236328,-14.350000381469727,269.9599914550781,272.9200134277344,50.189998626708984,,D,T,R,P,,,1.0,23
158,159,9736,2001-12-13 00:00:00,2001.947998046875,-9.0,55.0,25.0,0.8230000138282776,259.6000061035156,102.0,90.0,7.0,Dao,B,9736,2001-12-13 15:59:32,2001.9483642578125,-9.640000343322754,66.4800033569336,27.950000762939453,0.9196000099182129,259.82000732421875,17.0,111.0,22.0,139.0,-9.960000038146973,-9.550000190734863,24.760000228881836,28.899999618530273,5.789999961853027,,,,,,,,1.0,23
159,160,9746,2001-12-20 00:00:00,2001.9671630859375,-18.0,-8.0,230.0,0.3109999895095825,154.8000030517578,38.0,20.0,2.0,Bxo,B,9746,2001-12-21 07:25:00,2001.9693603515625,-16.950000762939453,11.0,231.5500030517578,0.3222000002861023,214.6699981689453,2.0,28.0,2.0,14.0,-17.299999237060547,-16.700000762939453,230.42999267578125,232.35000610351562,18.100000381469727,S,,,,,,,1.0,23
160,161,9840,2002-02-24 00:00:00,2002.14794921875,-11.0,-46.0,42.0,0.7139999866485596,98.4000015258789,56.0,40.0,2.0,Cso,B,9840,2002-02-21 11:11:32,2002.1396484375,-11.09000015258789,-78.56999969482422,43.209999084472656,0.9771999716758728,99.8499984741211,0.0,8.0,0.0,17.0,,,,,,S,,,,P,,,1.0,23
161,162,9858,2002-03-05 00:00:00,2002.172607421875,-30.0,-5.0,325.0,0.39399999380111694,169.0,55.0,30.0,3.0,Dao,B,9858,2002-03-04 14:01:00,2002.1700439453125,-29.969999313354492,-10.300000190734863,325.2900085449219,0.4196999967098236,158.27000427246094,22.0,65.0,11.0,36.0,-30.229999542236328,-29.709999084472656,324.3900146484375,326.19000244140625,18.540000915527344,S,,,,,,,1.0,23
162,163,nan,,,,,,,,,,,nan,B,9886m,2002-04-05 11:59:46,2002.257568359375,13.119999885559082,9.949999809265137,284.7799987792969,0.37279999256134033,333.0199890136719,2.0,14.0,1.0,8.0,,,,,,S,,,,,,,1.0,23
163,164,9904,2002-04-11 00:00:00,2002.27392578125,-16.0,21.0,223.0,0.38999998569488525,242.0,92.0,50.0,6.0,Cso,BGD,9904,2002-04-11 10:29:29,2002.2738037109375,-16.34000015258789,28.860000610351562,225.32000732421875,0.5041000247001648,247.30999755859375,13.0,54.0,7.0,31.0,-16.209999084472656,-16.190000534057617,224.6699981689453,226.1699981689453,0.9399999976158142,S,,,,P,,,1.0,23
164,165,9993,2002-06-10 00:00:00,2002.4383544921875,6.0,20.0,148.0,0.3529999852180481,285.6000061035156,56.0,30.0,3.0,Cao,B,9993,2002-06-10 14:34:09,2002.4385986328125,5.440000057220459,29.969999313354492,150.8699951171875,0.5070000290870667,280.0,14.0,67.0,8.0,39.0,6.809999942779541,5.380000114440918,149.92999267578125,150.92999267578125,55.02000045776367,,,T,R,,,,1.0,23
165,166,10006,2002-06-19 00:00:00,2002.4630126953125,-8.0,23.0,32.0,0.42100000381469727,246.89999389648438,54.0,30.0,4.0,Cro,B,10006,2002-06-19 08:56:14,2002.462646484375,-6.389999866485596,29.479999542236328,34.369998931884766,0.5090000033378601,254.66000366210938,3.0,11.0,2.0,7.0,-6.050000190734863,-6.519999980926514,33.18000030517578,34.84000015258789,-15.899999618530273,S,,,,P,,,1.0,23
166,167,10019,2002-07-03 00:00:00,2002.5013427734375,-18.0,-34.0,151.0,0.6380000114440918,123.5999984741211,240.0,156.0,,nan,B,10019,2002-07-03 08:45:30,2002.5009765625,-17.25,-29.600000381469727,150.05999755859375,0.5842999815940857,125.91999816894531,50.0,351.0,30.0,217.0,,,,,,,,,,X,,,0.3056338131427765,23
167,168,10059,2002-08-05 00:00:00,2002.591796875,15.0,-41.0,66.0,0.6589999794960022,74.19999694824219,180.0,120.0,12.0,Dao,B,10059,2002-08-04 08:59:15,2002.5887451171875,14.359999656677246,-47.099998474121094,69.05000305175781,0.7336000204086304,75.94999694824219,18.0,206.0,13.0,149.0,15.369999885559082,14.149999618530273,65.7300033569336,69.69000244140625,17.600000381469727,,,,,,,,1.0,23
168,169,10133,2002-09-24 00:00:00,2002.728759765625,-25.0,-20.0,147.0,0.6079999804496765,149.3000030517578,111.0,70.0,7.0,Dao,B,10133,2002-09-23 11:11:33,2002.7259521484375,-25.559999465942383,-25.190000534057617,149.02000427246094,0.6545000076293945,144.02999877929688,43.0,127.0,27.0,83.0,,,,,,,,,,,,,1.0,23
169,170,10169,2002-10-28 00:00:00,2002.8218994140625,-18.0,-33.0,45.0,0.6380000114440918,125.69999694824219,22.0,15.0,,nan,B,10169,2002-10-28 13:33:53,2002.8221435546875,-20.260000228881836,-26.139999389648438,45.209999084472656,0.5871000289916992,135.07000732421875,7.0,57.0,4.0,35.0,,,,,,,,,,X,,,0.2916666567325592,23
170,171,10218,2002-12-15 00:00:00,2002.953369140625,-18.0,11.0,176.0,0.34299999475479126,211.89999389648438,169.0,90.0,16.0,Dao,B,10218,2002-12-14 08:40:44,2002.9503173828125,-18.010000228881836,2.240000009536743,176.74000549316406,0.30149999260902405,187.19000244140625,56.0,331.0,30.0,176.0,-18.3799991607666,-17.520000457763672,175.02000427246094,178.99000549316406,12.84000015258789,,,,,,,,1.0,23
171,172,10268,2003-01-26 00:00:00,2003.0684814453125,14.0,29.0,1.0,0.5720000267028809,304.6000061035156,213.0,130.0,7.0,Dao,BD,10268,2003-01-25 10:10:04,2003.0655517578125,13.680000305175781,22.690000534057617,3.2200000286102295,0.4957999885082245,310.6400146484375,54.0,355.0,31.0,203.0,12.960000038146973,13.6899995803833,1.9900000095367432,3.2200000286102295,-31.25,,,,,,,,1.0,23
172,173,10283,2003-02-09 00:00:00,2003.1068115234375,1.0,-38.0,111.0,0.625,80.0,78.0,50.0,5.0,Dao,B,10283,2003-02-07 11:34:09,2003.101318359375,0.9399999976158142,-59.13999938964844,109.4800033569336,0.8633000254631042,85.08999633789062,10.0,84.0,10.0,82.0,1.0199999809265137,0.38999998569488525,109.0199966430664,112.43000030517578,10.420000076293945,,,,,,,,1.0,23
173,174,10345,2003-04-29 00:00:00,2003.3232421875,-17.0,-21.0,166.0,0.41100001335144043,123.4000015258789,382.0,210.0,13.0,Dao,BG,10345,2003-04-26 07:58:41,2003.3145751953125,-16.760000228881836,-56.119998931884766,166.05999755859375,0.8337000012397766,107.08999633789062,64.0,390.0,56.0,348.0,-15.510000228881836,-17.920000076293945,164.6199951171875,167.39999389648438,-42.06999969482422,,,T,R,,,,1.0,23
174,175,nan,,,,,,,,,,,nan,B,10354a,2003-05-11 09:34:41,2003.3558349609375,-4.340000152587891,-2.140000104904175,20.889999389648438,0.04399999976158142,118.62000274658203,2.0,16.0,1.0,8.0,-4.980000019073486,-3.9100000858306885,19.860000610351562,21.59000015258789,31.84000015258789,S,,,,,,,1.0,23
175,176,10358,2003-05-15 00:00:00,2003.3670654296875,9.0,3.0,337.0,0.20600000023841858,345.3999938964844,156.0,80.0,9.0,Dao,B,10358,2003-05-14 07:20:45,2003.3638916015625,8.630000114440918,-4.949999809265137,339.6400146484375,0.21930000185966492,22.65999984741211,38.0,210.0,20.0,107.0,8.630000114440918,8.630000114440918,336.6499938964844,341.3500061035156,0.029999999329447746,,,,,,,,1.0,23
176,177,10438,2003-08-22 00:00:00,2003.6383056640625,-31.0,31.0,136.0,0.7450000047683716,216.3000030517578,13.0,10.0,1.0,Axx,A,10432a,2003-08-20 10:12:42,2003.6326904296875,-31.65999984741211,16.079999923706055,142.52000427246094,0.6646999716758728,200.8800048828125,0.0,12.0,0.0,8.0,-32.86000061035156,-31.290000915527344,140.74000549316406,143.05999755859375,38.5,S,,,,,N,,1.0,23
177,178,10520,2003-12-14 00:00:00,2003.95068359375,2.0,-33.0,8.0,0.546999990940094,84.80000305175781,44.0,26.0,,nan,B,10520,2003-12-14 13:20:37,2003.9508056640625,1.8899999856948853,-25.610000610351562,8.779999732971191,0.43639999628067017,84.02999877929688,18.0,120.0,10.0,66.0,,,,,,,E,,,X,,,0.2374100685119629,23
178,179,10537,2004-01-13 00:00:00,2004.0328369140625,5.0,3.0,9.0,0.1720000058412552,342.29998779296875,472.0,240.0,16.0,Dkc,BGD,10537,2004-01-12 16:45:00,2004.0306396484375,3.2200000286102295,0.11999999731779099,10.65999984741211,0.13009999692440033,359.0799865722656,95.0,643.0,49.0,320.0,2.180000066757202,3.25,7.510000228881836,10.739999771118164,-18.440000534057617,C,D,,,P,,,1.0,23
179,180,10588,2004-04-05 00:00:00,2004.26025390625,-16.0,-40.0,313.0,0.6480000019073486,107.5,121.0,80.0,,nan,BD,10588,2004-04-05 09:13:34,2004.260009765625,-15.59000015258789,-33.599998474121094,314.42999267578125,0.5648999810218811,108.62000274658203,43.0,344.0,27.0,208.0,,,,,,,,,,X,,,0.664536714553833,23
180,181,10592,2004-04-15 00:00:00,2004.2877197265625,-12.0,-46.0,174.0,0.7179999947547913,101.4000015258789,41.0,30.0,3.0,Hrx,A,10592,2004-04-14 13:29:17,2004.28515625,-11.529999732971191,-51.7599983215332,175.14999389648438,0.7842000126838684,100.2699966430664,6.0,31.0,5.0,25.0,-12.079999923706055,-11.350000381469727,172.88999938964844,175.86000061035156,14.079999923706055,,,,,,,,1.0,23
181,182,10638,2004-06-27 00:00:00,2004.4876708984375,7.0,-22.0,313.0,0.3799999952316284,77.9000015258789,18.0,10.0,2.0,Axx,A,10637m,2004-06-26 14:13:24,2004.4852294921875,7.269999980926514,-26.450000762939453,314.5299987792969,0.45239999890327454,78.58999633789062,0.0,12.0,0.0,8.0,7.550000190734863,7.190000057220459,312.1099853515625,315.2900085449219,6.670000076293945,S,,,,,N,V,1.0,23
182,183,10640,2004-07-02 00:00:00,2004.5013427734375,-9.0,-15.0,254.0,0.33000001311302185,129.3000030517578,113.0,60.0,2.0,Cso,B,10640,2004-06-28 10:40:56,2004.490234375,-8.569999694824219,-61.59000015258789,254.8699951171875,0.8880000114440918,101.0999984741211,13.0,38.0,14.0,40.0,-7.820000171661377,-9.130000114440918,253.0500030517578,256.2099914550781,-22.790000915527344,,,,,,,,1.0,23
183,184,10672,2004-09-16 00:00:00,2004.7095947265625,5.0,3.0,347.0,0.06400000303983688,234.3000030517578,638.0,320.0,46.0,Eai,BD,10672,2004-09-15 07:12:07,2004.706298828125,4.599999904632568,-4.630000114440918,349.25,0.10350000113248825,127.30999755859375,178.0,1248.0,89.0,624.0,5.550000190734863,3.549999952316284,346.5299987792969,352.2300109863281,19.389999389648438,,,,,,,V,1.0,23
184,185,10676,2004-10-04 00:00:00,2004.7589111328125,-12.0,-11.0,96.0,0.3659999966621399,149.3000030517578,51.0,28.0,,nan,B,10676,2004-10-04 07:02:32,2004.75830078125,-11.010000228881836,-7.179999828338623,96.0199966430664,0.3269999921321869,157.75,14.0,69.0,8.0,36.0,,,,,,,,,,X,,,0.692307710647583,23
185,186,10715,2004-12-31 00:00:00,2005.0,4.0,-47.0,339.0,0.7369999885559082,81.69999694824219,472.0,350.0,12.0,Dkc,BGD,10715,2004-12-30 08:55:25,2004.9969482421875,4.849999904632568,-55.75,339.57000732421875,0.833299994468689,82.23999786376953,77.0,586.0,69.0,522.0,4.840000152587891,6.289999961853027,339.55999755859375,340.6700134277344,-52.7400016784668,,,,,,,,1.0,23
186,187,nan,,,,,,,,,,,nan,B,10736a,2005-02-18 20:24:39,2005.1324462890625,-7.199999809265137,-6.840000152587891,83.79000091552734,0.11879999935626984,92.31999969482422,3.0,18.0,2.0,9.0,-6.800000190734863,-7.239999771118164,82.04000091552734,83.95999908447266,-13.010000228881836,S,,,,,,,1.0,23
187,188,10774,2005-06-07 00:00:00,2005.43017578125,6.0,31.0,133.0,0.5220000147819519,281.20001220703125,68.0,40.0,5.0,Cso,B,10774,2005-06-06 09:45:19,2005.4271240234375,4.650000095367432,25.90999984741211,136.5399932861328,0.4447999894618988,280.6700134277344,30.0,115.0,17.0,64.0,5.039999961853027,4.429999828338623,133.44000244140625,138.1999969482422,7.340000152587891,,,,,,,,1.0,23
188,189,nan,,,,,,,,,,,nan,B,10780q,2005-06-27 16:54:54,2005.4854736328125,12.399999618530273,44.310001373291016,233.02000427246094,0.7089999914169312,285.1000061035156,0.0,7.0,0.0,5.0,12.949999809265137,11.069999694824219,232.6199951171875,233.97999572753906,54.77000045776367,S,,,,,,,1.0,23
189,190,10792,2005-08-04 00:00:00,2005.5889892578125,11.0,1.0,57.0,0.08799999952316284,348.70001220703125,478.0,240.0,26.0,Dkc,BG,10792,2005-08-04 14:47:00,2005.58935546875,10.899999618530273,9.300000190734863,56.380001068115234,0.18230000138282776,298.7099914550781,60.0,478.0,30.0,241.0,10.989999771118164,10.050000190734863,56.0099983215332,59.90999984741211,13.859999656677246,C,,,,P,,,1.0,23
190,191,10798,2005-08-24 00:00:00,2005.643798828125,-12.0,75.0,225.0,0.9739999771118164,255.89999389648438,307.0,680.0,12.0,Dkc,BGD,10798,2005-08-24 09:46:39,2005.6435546875,-10.279999732971191,82.19000244140625,227.66000366210938,0.9940999746322632,258.7799987792969,20.0,235.0,92.0,1312.0,-11.010000228881836,-10.260000228881836,224.6699981689453,227.69000244140625,14.010000228881836,,,,,,,,1.0,23
191,192,10803,2005-08-31 00:00:00,2005.6629638671875,11.0,-1.0,57.0,0.0689999982714653,14.5,79.0,40.0,19.0,Dai,BG,10803,2005-08-31 05:52:03,2005.662353515625,10.470000267028809,4.989999771118164,60.150001525878906,0.10559999942779541,305.7900085449219,5.0,95.0,2.0,47.0,10.210000038146973,11.069999694824219,59.31999969482422,61.970001220703125,-18.3799991607666,C,,,,P,,,1.0,23
192,193,10806,2005-08-30 00:00:00,2005.6602783203125,-17.0,-50.0,21.0,0.8190000057220459,116.5999984741211,80.0,70.0,6.0,Dai,BG,10806,2005-08-30 06:23:33,2005.65966796875,-17.31999969482422,-44.34000015258789,23.729999542236328,0.7702999711036682,119.73999786376953,22.0,88.0,18.0,68.0,-16.93000030517578,-17.739999771118164,22.06999969482422,25.489999771118164,-13.829999923706055,,,,,,,,1.0,23
193,194,nan,,,,,,,,,,,nan,B,10810a,2005-09-26 05:47:49,2005.7335205078125,1.9600000381469727,-2.0399999618530273,69.8499984741211,0.09369999915361404,157.66000366210938,0.0,9.0,0.0,5.0,1.4600000381469727,2.5899999141693115,69.5999984741211,70.16999816894531,-63.25,S,,T,,,,,1.0,23
194,195,nan,,,,,,,,,,,nan,B,10836m,2005-12-15 03:48:00,2005.9525146484375,-1.7200000286102295,14.880000114440918,113.02999877929688,0.2581999897956848,266.8900146484375,0.0,16.0,0.0,8.0,-1.399999976158142,-2.200000047683716,112.55000305175781,113.76000213623047,-33.47999954223633,S,,,,,,V,1.0,23
195,196,10863,2006-03-25 00:00:00,2006.2274169921875,7.0,79.0,302.0,0.9850000143051147,278.3999938964844,10.0,30.0,3.0,Bxo,B,10863,2006-03-24 10:17:32,2006.2244873046875,7.21999979019165,72.18000030517578,302.9200134277344,0.9593999981880188,279.7099914550781,0.0,24.0,0.0,41.0,7.679999828338623,5.809999942779541,302.44000244140625,304.3900146484375,44.029998779296875,,,,,,,,1.0,23
